"response","var1","var2"
0,0,-0.731841004
6,0,-0.741600798
0,1,-0.259038464
0,1,-0.955132326
1,0,-0.850413771
0,1,-0.826497507
0,1,-0.701080988
0,1,-0.073067558
5,0,-0.738585514
0,0,-0.726355158
0,0,-0.481246529
0,0,-0.599845149
0,1,0.0759796351251362
0,0,0.605093024521856
0,1,0.102193307770348
0,1,0.201678322
2,1,-0.479429276
0,1,-0.010213897
1,0,0.604567979
11,1,-1.014784681
0,0,-0.133459564212815
1,0,-0.596515905
0,1,-0.365715576
0,0,-0.948518101
0,0,-0.866310054
1,0,-0.018886049
0,0,-0.698222175
0,1,-0.72299763
0,1,-0.347467323
0,1,-0.511540544
0,0,-0.321384475
0,0,-1.109223763
0,0,-0.2615065524641
1,0,-0.30562252111232
0,1,-0.408375668
0,1,-0.389333639
6,1,-0.55520643
0,1,-0.559021997
0,1,-0.242628806
1,1,-0.725603292
0,0,-0.891747742
0,0,-0.272593737
0,0,-0.180779174
5,1,-0.967942044
0,0,-0.356346632
1,0,-0.301256885
0,0,-0.896151762
0,0,-0.828347985
0,0,0.458502224
0,0,-0.704730703
0,1,-0.857969005534509
0,0,-0.913189803
2,1,-0.623802712
1,0,-0.826292697854164
0,1,-0.947017864
0,0,-0.409875788
0,0,-0.484309536119262
0,0,-0.558184965
0,0,0.572824945
2,0,-0.761221561
0,1,-0.272361529
0,0,-0.789881868
0,1,0.093642706
0,0,-0.442063596
0,0,-0.007865583
0,1,-0.72299763
0,0,-0.2615065524641
0,1,0.085326938
1,0,-0.237634851860772
0,0,-0.177064336
0,1,-0.459063582
0,0,-0.483867528
0,1,-0.239338122
0,0,-0.598020689
0,1,-0.50482638592064
0,1,0.030725287
0,1,-0.252769639
0,0,-0.866310054
0,0,-0.642459215
0,1,0.396145316
5,0,0.247488357
0,1,-0.955132326
0,0,-0.74516184
0,0,-0.437061956
0,0,0.228133921
4,0,-0.650660285
0,1,-0.160641451
0,1,-0.741600798
0,0,-0.715674749
0,0,-1.041621215
0,1,-0.247310906
0,0,-0.0257330032974575
0,1,-0.513849659
0,1,-0.435636400710407
0,0,-0.536893667
0,0,-1.080253435
0,1,0.246619831
0,0,-0.451203715
0,1,-0.623802712
0,0,-0.194472784432497
0,0,-0.481246529
0,0,-0.045498375
1,0,-1.038060965
0,1,0.568194823
0,0,-0.129946039
0,0,-0.030705698
0,0,0.060788189
3,1,-0.379714866
0,1,-0.629835377
1,1,-0.879716527
0,0,0.210197449131346
0,0,-0.822678701
0,1,-0.360393894
0,1,0.448357669600084
1,1,0.285059014492364
0,1,-0.483434176
1,0,-0.314992151
1,1,-0.741600798
0,1,-0.362693536
0,0,-0.578737632
0,0,0.140898654
0,1,0.221794693
0,1,-0.741600798
0,0,-0.781570219
0,0,-0.87971463
0,0,-1.226999141
0,1,0.258938288037801
0,1,0.446280243
0,1,-0.007865583
0,0,-0.828191494
0,0,-0.311221783
0,0,0.213701772011538
1,1,-0.997833277
0,0,-0.080609588
0,0,-0.72333415
0,0,-0.532143635
0,1,-0.677711278
0,1,-0.906863714184077
0,0,-0.575481170836061
0,1,-0.87918261
0,1,-0.901228581
0,1,-0.104225279
0,1,-0.738585514
0,0,-0.826292697854164
0,1,-0.668850006
0,1,-0.728035598
0,0,-0.363160326
0,1,-0.197323419
0,0,-0.741649564
1,1,-0.459063582
0,0,-0.955132326
1,0,-0.0682344179578365
0,1,-0.589345119
1,1,0.528177924
0,1,-1.226999141
0,1,-0.720946272
1,1,-0.573465796
0,0,0.282493548
2,0,-0.404202782
0,0,0.454444018512512
0,0,-0.080752924
5,0,0.291675436
0,0,-0.968635787
0,1,-0.335162136
0,1,-0.697445137
0,0,-0.788751694
0,0,-0.490521115
0,0,-0.118036539
0,0,-0.71111857
0,1,-0.839432542
0,1,-1.14977823
0,0,-0.438921674512848
2,1,-0.642582713
0,1,0.383904438612299
1,1,-0.151924694823142
0,0,0.214969759
0,0,-0.87971463
0,0,-0.734283059
0,1,-0.967842005
0,1,0.332860262
1,0,-1.110246375
0,0,-0.30568834050184
3,0,-0.874649657
0,0,-0.243152999
0,1,-0.604543331198318
0,1,-0.316645751
0,0,-1.218169091
0,1,0.667377664
0,1,-0.666210489
0,1,-0.400914384972338
0,0,-0.825261798
0,1,0.386324479
0,0,-1.02026581976117
0,1,-0.604543331198318
0,1,-0.527437158
0,1,-0.329773922
0,0,-0.190243383334812
0,0,-0.771372412
0,1,-0.0720758060666784
1,1,0.667281446
0,0,0.561012472
0,0,-0.683502352
0,1,-1.124060845
0,0,-0.139035514
1,1,-0.629652551
0,1,-0.642459215
0,1,-0.40630352250295
0,1,-0.486389652
3,1,-0.604543331198318
0,0,-0.891747742
0,0,0.030725287
0,0,-0.234758481
0,0,0.030725287
0,1,-0.72333415
0,0,0.559405417501306
2,1,-0.216563512640361
0,1,-0.517905749950236
0,0,-0.892643312
0,0,-0.65775351
0,0,-0.604543331198318
0,0,-1.059871045
0,1,-0.98784344
1,1,-0.157972571
0,0,-0.533528685
0,1,-0.523913801
0,1,0.030725287
0,0,0.0672546297285775
0,1,-0.831607407
0,1,0.0672546297285775
0,1,-0.321641366
0,0,0.265143235
0,1,-0.741600798
0,0,0.124790804
0,1,-0.5452344
1,0,-1.214725534
3,0,-0.2510865138134
0,0,-0.951904475
0,0,-0.255174216
0,0,-0.458068407
1,0,-0.197323419
0,1,0.002659951
1,1,-0.2615065524641
0,0,-0.794004553
0,1,-0.875726803
1,0,-0.157543237
0,0,0.0238535544714153
0,0,-0.198826607203974
0,1,-0.156939183
0,0,0.29734417
0,0,-0.930726387
0,0,-0.175914039234766
0,1,-0.898248307
0,0,-0.255174216
0,0,-0.955132326
2,1,-0.4712069
0,1,-0.272593737
1,1,-0.800088582134274
0,1,0.43673213
2,0,-0.49293653
0,0,-0.516530809
0,0,0.356112392
3,1,0.143734268
0,1,-0.604543331198318
0,1,-0.83094881
1,0,-0.404202782
1,1,-0.741600798
5,0,-1.226999141
2,1,-0.077426375
0,1,-0.629835377
0,0,-0.044926886
0,0,-0.209716254
0,0,0.172535174912368
0,0,-0.173431613
0,0,-0.604543331198318
0,1,0.195732221
0,0,0.477744411
1,0,-0.794933284
0,1,-0.670066358
1,0,-0.282949057
0,0,-0.105933315699979
0,0,-0.2615065524641
0,1,0.827583269
1,1,1.042626106
1,1,-0.470393313
2,1,0.079809633
0,1,0.005010672
0,1,-0.105432707
0,1,-0.741600798
0,1,-0.490787208
0,1,0.343833778841789
0,1,-0.424429585
1,0,-0.773814839
2,0,0.031201188
0,1,-0.564980042
0,0,-0.435636400710407
0,1,0.19676821916819
0,0,-0.577027925
0,0,-0.50482638592064
0,0,0.0889651938570864
0,0,-0.66370906
0,1,-0.809672993
0,1,-0.599845149
0,0,-0.832384699
0,0,-0.747126966
2,1,-0.68164421
0,0,-0.811166318
2,0,-0.381165164
0,0,0.171573135
0,0,-0.986482669
2,0,-0.741000622
0,0,-1.100735224
0,1,-0.363803674865795
0,0,-0.346473765
0,0,-0.168246439
2,0,-0.082249571
0,0,-0.146992
0,0,0.130249004338792
0,1,-0.839432542
3,1,-0.197311194
0,0,0.131973733
0,0,-0.247310906
0,0,-0.341558209
0,1,-0.699141285
0,1,0.030725287
0,0,-0.808932696
0,0,0.238444161266812
0,1,-0.371628437
0,1,-0.599845149
0,1,0.15305932
0,1,-0.197323419
0,0,-0.529482601
0,1,-0.690022071
1,1,-0.513866365
3,1,0.272395745
0,0,-0.468284762
4,0,-0.968036172
2,1,-0.599845149
0,1,0.086351667
0,1,-0.491195793
0,0,-0.601328185
0,0,-0.724851541
0,0,-0.917066675
1,0,-0.514268199
0,1,0.266389527
0,1,-0.282949057
0,1,-1.016219476
0,1,-0.216563512640361
0,0,-0.251753908
0,0,0.32798073
0,0,-0.516530809
0,0,-0.40771051
0,1,-0.920686628
0,1,-0.087366065
2,0,-0.53693247
0,1,-0.143458898
0,1,-0.555082584
0,0,-0.410454912
0,1,-0.764241685
0,0,-1.02026581976117
1,0,-0.625470132
1,1,-0.619365399231814
0,1,0.578147285
0,0,-0.906863714184077
0,0,-0.514268199
1,0,-0.40771051
0,1,-1.053698353
0,1,-0.082249571
0,1,-0.6244899572165
1,0,-0.854662689
2,1,0.190709703
0,0,-0.482954732
0,0,-0.712480478
0,0,-0.197311194
0,0,-0.185020871
0,0,-0.089885775
0,0,-0.421958398
0,1,-0.0535918329560327
1,0,-0.947017864
0,0,0.562881397
0,1,-1.214725534
1,1,-0.241514259822545
0,1,-0.12992242
0,0,-0.523204492452631
0,0,-0.186638779
0,0,-0.795902517
0,1,-1.003822614
0,0,-0.585446232
0,1,0.72002971517085
0,1,-0.123890987
5,1,-0.435636400710407
0,1,-0.077852927
0,1,-0.2510865138134
0,1,0.514160702
1,0,-0.930150396
0,0,-0.865866012
0,0,-0.459063582
0,0,-0.707802483
0,1,-0.749312865
0,1,0.124074215
0,1,-0.70242943
1,0,-1.163531115
1,0,-0.026111842
2,0,-0.666067637
4,1,-0.55520643
1,0,0.124131514
0,0,-0.302765794
0,1,-0.599845149
1,1,-0.526687468
0,1,-0.543467032696583
0,1,-0.40771051
0,0,-0.590777431
0,0,-0.70183965
1,0,-0.906863714184077
0,0,-0.066872405
0,0,-0.821336891
0,0,0.039123719
0,0,-0.721233667
0,1,-0.723094789
0,1,-0.711751628
0,0,-0.318973816
0,0,-1.025558515
0,0,-0.139035514
0,0,0.232289358
0,0,-0.45434933
0,0,-0.197323419
0,0,-0.941012851
0,1,-0.34801390205794
0,1,0.055022539
0,0,-1.072859411
0,1,-0.764241685
0,0,0.406928024030135
0,0,-0.016742538
0,0,0.238444161266812
0,0,-1.072859411
5,1,-0.0535918329560327
0,1,-0.194472784432497
0,0,-0.340012588
0,1,-0.482954732
0,1,-0.462755977
0,0,0.054688264
1,1,-0.72299763
0,1,-0.508499398
0,0,-0.819063905
0,1,-0.442063596
0,1,-0.771023983
0,0,0.634773475
0,1,-0.621902865
0,1,-0.741600798
0,1,-0.728733804
0,1,-0.197323419
0,1,0.668966863
0,1,-0.265718438
0,1,-0.071933646
0,1,-0.741600798
0,1,-0.265718438
0,1,-0.030401737
0,1,0.122003486
0,0,-0.349294498
0,0,-0.430898865
0,0,-0.157972571
0,0,-0.291104353
1,1,-1.176166056
0,1,0.248733799
0,1,-0.850392368
0,1,0.43830208
0,1,-0.498290698
0,1,-0.116199707
3,0,-0.018417924
0,0,-0.31125126
0,1,-0.108531205
0,0,-0.098069571
0,1,-0.63572972
0,1,-0.435660069
0,1,-0.741600798
0,1,-0.439809155
0,1,-0.891747742
0,0,-0.077852927
0,1,-0.613026692
0,0,-1.069388126
0,0,-0.472735673650105
0,0,-0.197311194
0,0,-0.077426375
0,1,0.267250873
0,1,-0.770026055
0,0,0.026706405
0,1,0.368183204
1,0,-0.666210489
0,0,-0.133459564212815
0,1,-0.179595135
0,1,-1.072859411
0,0,0.099343894913862
1,1,-0.688589153
0,1,-0.115663174
0,0,-0.013485884
0,0,-0.800088582134274
0,0,-1.192827265
0,1,-0.8785276
0,1,-0.304813615
0,0,0.668966863
0,0,0.238444161266812
0,1,-0.710415745
0,1,-0.527224693334982
0,0,-0.508767121
0,1,-0.163123795
2,0,-0.574479206
0,1,0.213701772011538
2,0,-0.461799419
0,0,-0.66820712
0,0,-0.335811218
1,0,-0.373232626
0,1,-0.68538394
0,0,-0.089885775
0,0,0.933267972
0,1,-0.831607407
0,1,0.214969759
0,1,-0.509918398
0,1,0.353753002
0,0,-0.482954732
0,1,-0.30562252111232
0,1,-0.55520643
0,1,-0.599845149
1,0,-0.584372973
0,1,-0.346253984
0,0,-0.932564711
0,1,1.222540731
0,1,-0.741600798
0,0,-0.301256885
2,1,-0.216563512640361
0,1,-0.46940654
0,1,0.34130809
0,0,-0.200141404
0,1,0.211830822
0,1,-0.509008633
1,0,-0.826292697854164
0,1,-0.59257192
1,1,-0.062695173
0,1,-0.794933284
0,0,-0.693834491
0,0,-0.575836905
0,0,0.386324479
0,1,-0.958467001
0,1,-1.163531115
0,1,0.066313638
0,1,-0.775732275
0,1,0.394631608767086
3,0,-0.547634089
0,0,-0.151924694823142
0,1,-0.246273894
0,0,0.0238535544714153
0,1,0.02509612
0,1,0.305309295
0,0,-0.808932696
2,0,-0.395709194
0,0,-0.473069499
2,0,0.267250873
1,0,-0.648314364
0,1,-0.692847383
0,1,-0.849723772
0,0,-0.592644595
0,0,-0.577263482618491
0,0,-0.312228649
0,0,-0.682114724
0,0,-0.745647525
0,0,-0.666070909
1,0,-0.132940917225124
0,0,-0.019047291
4,0,0.075485825
0,1,0.403578636
0,1,-0.897628621
0,0,-0.45434933
0,0,-0.574479206
0,1,-0.255512998
0,1,-0.201228198
0,1,-0.400914384972338
0,1,-0.542946987
0,0,-0.139518297
2,0,-0.874649657
0,0,-0.807550433
2,0,-0.329010152
0,0,-1.003822614
0,0,-1.208811545
0,1,-0.758722081
0,1,0.0893596304821838
0,1,-0.2510865138134
0,1,-0.171890891689191
0,1,-0.362693536
0,1,-0.118976087
0,0,0.454444018512512
0,0,-0.599845149
0,0,-0.368825755
0,1,-0.541798128
0,0,-0.553579598
0,0,-0.505905882
0,0,-0.197378816
0,0,-0.404813444
0,0,-0.503405297
1,1,0.519586516
0,1,-0.197323419
0,0,-0.575836905
0,0,0.122466229
0,1,-0.787356487
0,1,-0.947017864
1,1,-0.574533803
0,1,-0.715525093935968
0,1,-0.531379965
0,1,0.786347519
0,1,0.126061678
0,0,-0.549298952
0,0,-0.584813067
0,1,-1.015009045
1,0,-0.850392368
0,1,0.289395171
